Machine Error Code;Error Text;MES error Code
ITA121;Input Pick Arm detected X Arm not at PLACELF2 position;1421
ITA122;Input Pick Arm detected X Arm not at STANDBY position;1422
ITA123;Input Pick Arm detected X Arm not at REJECT position;1423
ITA124;Input Pick Arm detected Y Arm not at PLACE2 position;1424
ITA125;Input Pick Arm detected Y Arm not at REJECT position;1425
ITA126;Input Pick Arm detected Carrier Shuttle not at safe position;1426
ITA127;Input Pick Arm detected abnormal tray status (wrong tray / units remain);1427
ITA128;Input Pick Arm detected Reject Tray ID error.;1428
ITA129;Input Pick Arm detected Reject Tray Door Not Close.;1429
ITA130;Input Pick Arm detected Place LF1 not safe.;1430
ITA131;Input Pick Arm detected Place LF2 not safe.;1431
ITA132;Input Pick Arm detected Arm Z move to STANDBY position failed.;1432
ITA133;Input Pick Arm detected Arm X move to PRP position failed.;1433
ITA134;Input Pick Arm detected Arm Y move to PRP position failed.;1434
ITA135;Input Pick Arm detected Arm Theta move to PRP position failed.;1435
ITA136;Input Pick Arm detected Arm X not at PRP position.;1436
ITA137;Input Pick Arm detected Arm Y not at PRP position.;1437
ITA138;Input Pick Arm detected Arm Theta not at PRP position.;1438
ITA139;Input Pick Arm detected wait host verify timeout.;1439
ITA140;Input Pick Arm detected empty tray;1440
ITA141;Input Pick Arm Theta move to RFID position failed;1441
ITA142;Input Pick Arm failed to connect vision;1442
ITA143;Input Pick Arm failed to read vision result;1443
ITA145;Input Pick Arm placed parts to reject station;1445
ITA146;Input Pick Arm detected carrier missing on Track;1446
ITK001;Input Track Indexer move to HOME position failed;1501
ITK002;Input Track Indexer move to STANDBY position failed;1502
ITK003;Input Track Indexer move to INSPECT position failed;1503
ITK004;Input Track Indexer move to  LFOUT position failed;1504
ITK005;Input Track Indexer move to END position failed;1505
ITK006;Input Track Indexer move to OverPull position failed;1506
ITK007;Input Track Indexer move to PUSH START position failed;1507
ITK008;Input Track Indexer move to PICK position failed;1508
ITK009;Input Track Indexer move to REJECT START position failed;1509
ITK010;Input Track Indexer move to REJECT END position failed;1510
ITK011;Input Track Indexer move to SRCH FRONTEDGE FAST position failed;1511
ITK012;Input Track Indexer move to SRCH FRONTEDGE position failed;1512
ITK013;Input Track Indexer move to SRCH BACKEDGE FAST position failed;1513
ITK014;Input Track Indexer move to SRCH BACKEDGE position failed;1514
ITK015;Input Track Indexer move to SRCH PUSH LF position failed;1515
ITK016;Input Track Indexer move to PUSH LF FWD position failed;1516
ITK017;Input Track Indexer move to OFFSET BWD position failed;1517
ITK018;Input Track Stopper move to HOME position failed;1518
ITK019;Input Track Stopper move to LF STOP position failed;1519
ITK020;Input Track Stopper move to SRCH STOP LF position failed;1520
ITK021;Input Track Stopper move to PUSH LF FWD position failed;1521
ITK022;Input Track Stopper move to OFFSET BWD position failed;1522
ITK023;Input Track Width move to HOME position failed;1523
ITK024;Input Track Width move to WIDTH position failed;1524
ITK025;Input Track Indexer COMMUTATE failed;1525
ITK026;Input Track Stopper COMMUTATE failed;1526
ITK027;Input Track Gripper1 move to OPEN position failed;1527
ITK028;Input Track Gripper1 move to CLOSE position failed;1528
ITK029;Input Track Kicker1 move to OPEN position failed;1529
ITK030;Input Track Kicker1 move to CLOSE position failed;1530
ITK031;Input Track Pusher1 move to UP position failed;1531
ITK032;Input Track Pusher1 move to DOWN position failed;1532
ITK033;Input Track Gripper2 move to OPEN position failed;1533
ITK034;Input Track Gripper2 move to CLOSE position failed;1534
ITK035;Input Track Kicker2 move to OPEN position failed;1535
ITK036;Input Track Kicker2 move to CLOSE position failed;1536
ITK037;Input Track Front Track move to OPEN position failed;1537
ITK038;Input Track Front Track move to CLOSE position failed;1538
ITK039;Input Track Back Track move to OPEN position failed;1539
ITK040;Input Track Back Track move to CLOSE position failed;1540
ITK041;Input Track detected Kicker Not Open;1541
ITK042;Input Track detected Pick Arm Z not at HOME position;1542
ITK043;Input Track Indexer not safe to move;1543
ITK044;Input Track detected Pusher not at UP position;1544
ITK045;Input Track detected Gripper not at OPEN position;1545
ITK046;Input Track Indexer clear limit failed;1546
ITK047;Input Track Stopper clear limit failed;1547
ITK048;Input Track Indexor move to SRCH CLR LF FWD position failed;1548
ITK049;Input Track Indexor move to SRCH CLR LF BWD position failed;1549
ITK050;Input Track Pusher2 move to UP position failed;1550
ITK051;Input Track Pusher2 move to DOWN position failed;1551
ITK052;Input Track Thickness Pin move to UP position failed;1552
ITK053;Input Track Thickness Pin move to DOWN position failed;1553
ITK054;Input Track detected Kicker not at CLOSE position;1554
ITK055;Input Track detected Gripper not at CLOSE position;1555
ITK056;Input Track detected Pusher not at DOWN position;1556
ITK057;Input Track Vision inspect LF failed;1557
ITK058;Input Track Indexer return LF failed;1558
ITK059;Input Track detected Unknown LF present on track;1559
ITK060;Input Track Pusher detect LF failed;1560
ITK061;Input Track Stopper detect LF Failed;1561
ITK062;Input Track Thickness Pin measure LF failed;1562
ITK063;Input Track Vision not initialize;1563
ITK064;Input Track Vision turn on Display failed;1564
ITK065;Input Track Vision turn off Display failed;1565
ITK066;Input Track Vision teach Autolight failed;1566
ITK067;Input Track Vision teach Orientation failed;1567
ITK068;Input Track Vision inspect failed;1568
ITK069;Input Track Vision teach Rotated LF failed;1569
ITK070;Input Track Vision teach Rejected LF failed;1570
ITK071;Input Track Vision detected undefined Channel;1571
ITK072;Input Track Indexer move to SRCH FRONTEDGE FAST 2 position failed;1572
ITK073;Input Track Indexer move to SRCH FRONTEDGE 2 position failed;1573
ITK074;Input Track Indexer move to SRCH BACKEDGE FAST 2 position failed;1574
ITK075;Input Track Indexer move to SRCH BACKEDGE 2 position failed;1575
ITK076;Input Track Indexer move to SRCHPUSHLF 2 position failed;1576
ITK077;Input Track Indexer move to SRCHCLRLFFWD 2 position failed;1577
ITK078;Input Track Indexer move to SRCHCLRLFBWD 2 position failed;1578
ITK079;Input Track Pusher not safe to move;1579
ITK080;Input Track detected abnormal LF position;1580
ITK081;Input Track move LF to Pick Arm PICK position failed;1581
ITK082;Input Track detected abnormal DAC Value set to Gripper;1582
ITK083;Input Track detected abnormal DAC Value set to Kicker;1583
ITK084;Input Track Stopper move to STANDBY position failed;1584
ITK085;Input Track preset Displacement Sensor failed;1585
ITK086;Input Track detected Displacement Sensor not initialize;1586
ITK087;Input Track detected LF missing;1587
ITK088;Input Track index LF failed;1588
ITK089;Input Track Stopper not safe to move due to Pick Arm not at HOME position;1589
ITK090;Input Track detected LF thickness out of tolerance;1590
ITK091;Input Track detected LF 2 thickness out of tolerance;1591
ITK092;Input Track LF inspection failed;1592
ITK093;Input Track LF inspection pass;1593
ITK094;Input Track detected Indexer at Unknown position;1594
ITK095;Input Track Vision teach Lead Count failed;1595
ITK096;Input Track Vision inspect Lead Count failed;1596
ITK097;Input Track Unit Pusher move to UP position failed;1597
ITK098;Input Track Unit Pusher move to DOWN position failed;1598
ITK099;Input Track Indexer move to SRCH STOPPER position failed;1599
ITK100;Input Track Indexer return Tray failed;1600
ITK101;Input Track Indexer receive Tray failed;1601
ITK102;Input Track Indexer move to PRE RETURN position failed;1602
ITK103;Input Track Indexer move to RETURN position failed;1603
ITK104;Input Track update LF Status failed;1604
ITK105;Input Track Middle Track move to UP position failed;1605
ITK106;Input Track Middle Track move to DOWN position failed;1606
ITK107;Input Track Middle Track move to 180 position failed;1607
ITK108;Input Track Middle Track move to 0 position failed;1608
ITK109;Input Track detected Middle Track not at DOWN position;1609
ITK110;Input Track detected Middle Track not at UP position;1610
ITK111;Input Track detected Middle Track not at aligned;1611
ITK112;Input Track detected Indexer not at STANDBY position;1612
ITK113;Input Track detected Stopper not at STANDBY position;1613
ITK114;Input Track detected Unknown LF;1614
ITK115;Input Track detected Pick Arm not at UP position;1615
ITK116;Input Track Indexer move to SRCH LF STOP 2 position failed;1616
ITK117;Input Track FM Kit Vacuum turn OFF failed;1617
ITK118;Input Track FM Kit Vacuum turn ON failed ;1618
ITK119;Input Track read 2D code failed;1619
ITK120;Input Track detected function not yet trained;1620
ITK121;Input Track detected Thickness Pin not at UP position;1621
ITK122;Input Track is waiting for manually key in LF 2D code;1622
ITK123;Input Track detected Host reject LF;1623
ITK124;Input Track detected Host 2D verification time out;1624
ITK125;Input Track detected Input Vision failed. Please remove LF from Track;1625
ITK126;Input Track detected Input Vision Communication failed;1626
ITK127;Input Track detected Tie Bar check failed;1627
ITK128;Input Track detected Die position failed;1628
ITK129;Input Track detected ionizer error;1629
ITK130;Input Track LF fails to detect by Pick Position Sensor;1630
ITK131;Input Track move to SRCH PICK position failed;1631
ITK132;Input Track detected Indexer Push failed. Please remove the LF in track manually;1632
ITK133;Input Track detected LF still on Track! Please remove it manually!;1633
ITK134;Input Track detected Die Count failed;1634
ITK135;Input Track detected LF slip;1635
ITK136;Input Track detected 2D reader is not connnected;1636
ITK137;Input Track detected LF Tape failed;1637
ITK138;Input Track detected LF over pull;1638
ITK139;Input Track detected Package Tag not found;1639
ITK140;Input Track detected LF Orientation Rotated!;1640
ITK141;Input Track detected LF Orientation Pass!;1641
ITK142;Input Track detected IME Ejector not at Bwd Pos;1642
ITK150;Input Track detected Indexer Channel control error it might be jammed;1650
ITK151;Input Track detected Indexer Channel search time out error;1651
ITK152;Input Track detected Indexer Channel hit limit sensor error;1652
ITK153;Input Track detected Indexer Channel encoder fault error;1653
ITK154;Input Track detected Indexer Channel driver fault error;1654
ITK155;Input Track detected Indexer Channel exceed software position limit error;1655
ITK156;Input Track detected Indexer Channel open wire fault error;1656
ITK157;Input Track detected Indexer Channel velocity jump error;1657
ITK158;Input Track detected Indexer Channel RTC overload error;1658
ITK160;Input Track detected Stopper Channel control error it might be jammed;1660
ITK161;Input Track detected Stopper Channel search time out error;1661
ITK162;Input Track detected Stopper Channel hit limit sensor error;1662
ITK163;Input Track detected Stopper Channel encoder fault error;1663
ITK164;Input Track detected Stopper Channel driver fault error;1664
ITK165;Input Track detected Stopper Channel exceed software position limit error;1665
ITK166;Input Track detected Stopper Channel open wire fault error;1666
ITK167;Input Track detected Stopper Channel velocity jump error;1667
ITK168;Input Track detected Stopper Channel RTC overload error;1668
IUB001;Input Unloading Bridge Conveyor Move To Home Position Failed;1801
IUB002;Input Unloading Bridge Conveyor Move To Front Position Failed;1802
IUB003;Input Unloading Bridge Conveyor Move To Back Position Failed;1803
IUB004;Input Unloading Bridge Conveyor Move To Mag Position Failed;1804
IUB005;Input Unloading Bridge Door Button Move To Off Position Failed;1805
IUB006;Input Unloading Bridge Door Button Move To On Position Failed;1806
IUB011;Input Unloading Bridge HandShake Ready Off Failed;1811
IUB012;Input Unloading Bridge HandShake Ready On Failed;1812
IUB013;Input Unloading Bridge HandShake Acknowledgement Off Failed;1813
IUB014;Input Unloading Bridge HandShake Acknowledgement On Failed;1814
IUB015;Input Unloading Bridge HandShake Material Send Off Failed;1815
IUB016;Input Unloading Bridge HandShake Material Send On Failed;1816
IUB017;Input Unloading Bridge HandShake Start Lot Off Failed;1817
IUB018;Input Unloading Bridge HandShake Start Lot On Failed;1818
IUB019;Input Unloading Bridge HandShake End Lot Off Failed;1819
IUB020;Input Unloading Bridge HandShake End Lot On Failed;1820
IUB051;Input Unloading Bridge Request Unlock Time Out ;1851
IUB052;Input Unloading Bridge Mag Door Close Error.;1852
IUP001;Input Unload Platform Conveyor Move To Srch Sensor 1 Position Failed;1901
IUP002;Input Unload Platform Conveyor Move To Srch Sensor 2 Position Failed;1902
IUP003;Input Unload Platform Conveyor Move To Srch Lifter Position Failed;1903
IUP004;Input Unload Platform Roller Failed to Unload Magazine Pos 1;1904
IUP005;Input Unload Platform Lifter Move To Down Position Failed;1905
IUP006;Input Unload Platform Lifter Move To Up Position Failed;1906
IUP007;Input Unload Platform Lifter Not At Down Position;1907
IUP008;Input Unload Platform Lifter Not At Up Position;1908
IUP009;Input Unload Platform request unlock timeout.;1909
IUP010;Input Unload Platform Mag Door Close failed.;1910
IUP011;Input Unload Platform Mag Door Button OFF failed.;1911
IUP012;Input Unload Platform Mag Door Button ON failed.;1912
IUP013;Input Unload Platform Roller Failed to Unload Magazine Pos 2;1913
IWP1001;Input Pre-Warm 1 Vacuum move to OFF position failed;2001
IWP1002;Input Pre-Warm 1 Vacuum move to ON position failed;2002
IWP1003;Input Pre-Warm 1 Vacuum Power move to OFF position failed;2003
IWP1004;Input Pre-Warm 1 Vacuum Power move to ON position failed;2004
IWP1005;Input Pre-Warm 1 Temperature OUT of Tolerance;2005
IWP1006;Input Pre-Warm 1 Temperature Controller Error;2006
IWP1007;Input Pre-Warm 1 Dust cover move to BWD position failed;2007
IWP1008;Input Pre-Warm 1 Dust cover move to FWD position failed;2008
IWP1009;Input Pre-Warm 1 detected Unknown Lead frame Present;2009
IWP1010;Input Pre-Warm 1 detected Lead Frame Missing;2010
IWP1011;Input Pre-Warm 1 detected Lead frame Abnormal Condition.;2011
IWP1012;Input Pre-Warm 1 detected Gripper Close failed.;2012
IWP1013;Input Pre-Warm 1 detected Gripper Open failed.;2013
IWP1014;Input Pre-Warm 1 detected Mis-alignment;2014
IWP1015;Input Pre-Warm 1 detected LF Overheated;2015
